Timestamp,EstadoClasificado,Subsistema,DestinoRed,NeuralEngineActivo,TiempoRespuestaMs,Consulta,MensajeSistemaCrudo
2026-09-20 17:03:06.102,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22052,"ViewUpdate: Initially have 1 views that may need updating","ViewUpdate: Initially have 1 views that may need updating"
2026-09-20 17:03:06.101,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22052,"ViewUpdate: Starting schedule run <private>","ViewUpdate: Starting schedule run <private>"
2026-09-20 17:03:06.101,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22052,"Procesando solicitud…","ViewUpdate: Beginning update job for live [runMode: update, checkSLA: true]"
2026-09-20 17:03:06.084,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,22052,"SourceUpdater: <private> triggered 37 to run on the live schedule","SourceUpdater: <private> triggered 37 to run on the live schedule"
2026-09-20 17:03:03.836,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19719,"ViewUpdate: Finished update job for live","ViewUpdate: Finished update job for live"
2026-09-20 17:03:03.836,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19719,"ViewUpdate: Initially have 0 views that may need updating","ViewUpdate: Initially have 0 views that may need updating"
2026-09-20 17:03:03.836,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19719,"ViewUpdate: Starting schedule run <private>","ViewUpdate: Starting schedule run <private>"
2026-09-20 17:03:03.836,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19719,"Procesando solicitud…","ViewUpdate: Beginning update job for live [runMode: update, checkSLA: true]"
2026-09-20 17:03:03.836,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19719,"ViewUpdate: Finished update job for live","ViewUpdate: Finished update job for live"
2026-09-20 17:03:03.836,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19719,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: Ending view update attempt"
2026-09-20 17:03:03.836,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19719,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: No update required"
2026-09-20 17:03:03.830,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19719,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: Beginning view update attempt"
2026-09-20 17:03:03.830,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19719,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: Ending view update attempt"
2026-09-20 17:03:03.830,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19719,"ViewUpdate: completed update","ViewUpdate: completed update"
2026-09-20 17:03:03.829,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19719,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: View was updated"
2026-09-20 17:03:03.829,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19718,"App.InFocus","ViewUpdate: 37:AppsRecentlyFocused: re-adding to schedule live as source timestamp has changed since the update for SourceState(sourceId: 22, sourceType: IntelligencePlatformCore.ViewUpdate.SourceType.biome, sourceIdentifier: ""App.InFocus"", updateType: IntelligencePlatformCore.ViewUpdate.UpdateType.normal, modifiedTimestamp: 811609383.808119, available: true, lastQueriedSourceData: nil)"
2026-09-20 17:03:03.828,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19718,"Procesando solicitud…","ViewUpdate: <private>: <private>: Finished update"
2026-09-20 17:03:03.828,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19718,"Procesando solicitud…","ViewUpdate: <private>: Finished update"
2026-09-20 17:03:03.815,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19718,"Using target provided in IntelligencePlatform for view: (<private>)","Using target provided in IntelligencePlatform for view: (<private>)"
2026-09-20 17:03:03.811,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19718,"SourceUpdater: <private> triggered 37 to run on the live schedule","SourceUpdater: <private> triggered 37 to run on the live schedule"
2026-09-20 17:03:03.811,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19718,"Procesando solicitud…","ViewUpdate: <private>: Update is required"
2026-09-20 17:03:03.795,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19718,"Procesando solicitud…","ViewUpdate: 37:AppsRecentlyFocused: Beginning view update attempt"
2026-09-20 17:03:03.794,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19718,"ViewUpdate: Initially have 1 views that may need updating","ViewUpdate: Initially have 1 views that may need updating"
2026-09-20 17:03:03.789,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19718,"ViewUpdate: Starting schedule run <private>","ViewUpdate: Starting schedule run <private>"
2026-09-20 17:03:03.789,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19717,"Procesando solicitud…","ViewUpdate: Beginning update job for live [runMode: update, checkSLA: true]"
2026-09-20 17:03:03.789,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,19717,"SourceUpdater: <private> triggered 37 to run on the live schedule","SourceUpdater: <private> triggered 37 to run on the live schedule"
2026-09-20 17:02:54.614,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,10677,"Procesando solicitud…","-[CampoUISiriChatPresentationController _scheduleAudioResumptionAfterDelayInSec:]_block_invoke Resuming interrupted audio"
2026-09-20 17:02:54.614,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,10677,"Procesando solicitud…","-[CampoUISiriChatPresentationController _isSiriIdleAndQuiet] #idle YES - inIdleState:1 requestActive:0 speaking:0 audioPlaying:0 waitingForStartRequest:0 delayingSessionEndForInPlacePunchout:0"
2026-09-20 17:02:53.646,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8380,"Procesando solicitud…","ViewUpdate: <private>: <private>: Finished update"
2026-09-20 17:02:53.646,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8380,"Procesando solicitud…","ViewUpdate: <private>: Finished update"
2026-09-20 17:02:53.641,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8380,"Using target provided in IntelligencePlatform for view: (<private>)","Using target provided in IntelligencePlatform for view: (<private>)"
2026-09-20 17:02:53.633,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8380,"Procesando solicitud…","ViewUpdate: <private>: <private>: Finished update"
2026-09-20 17:02:53.633,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8380,"Procesando solicitud…","ViewUpdate: <private>: Finished update"
2026-09-20 17:02:53.628,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8380,"Using target provided in IntelligencePlatform for view: (<private>)","Using target provided in IntelligencePlatform for view: (<private>)"
2026-09-20 17:02:53.620,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8380,"Procesando solicitud…","ViewUpdate: <private>: <private>: Finished update"
2026-09-20 17:02:53.620,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8380,"Procesando solicitud…","ViewUpdate: <private>: Finished update"
2026-09-20 17:02:53.617,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8380,"Procesando solicitud…","-[SRUIFSpeechSynthesizer stopStream:] #tts [stopStream] No stream found in task queue for streamId: <private>, dispatching completion"
2026-09-20 17:02:53.617,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8380,"Procesando solicitud…","-[SRUIFSpeechSynthesizer stopStream:] #tts [stopStream] No active stream found for streamId: <private>"
2026-09-20 17:02:53.613,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8380,"Using target provided in IntelligencePlatform for view: (<private>)","Using target provided in IntelligencePlatform for view: (<private>)"
2026-09-20 17:02:53.612,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8380,"Procesando solicitud…","ViewUpdate: <private>: Update is required"
2026-09-20 17:02:53.605,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8380,"Procesando solicitud…","-[SRUIFAceCommandRecords registerAceCommand:completion:] #aceCommandRecord identifier=<private>"
2026-09-20 17:02:53.601,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8380,"Procesando solicitud…","-[SRUIFInstrumentationManager _storeCurrentInstrumentationTurnContextInLatestResponseProducingTurn] #instrumentation New turn produced output <private>"
2026-09-20 17:02:53.601,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8380,"Procesando solicitud…","-[SRUIFInstrumentationManager _willInstrument:forTurn:] #noisy #instrumentation <private> in turn <private>:  <private>"
2026-09-20 17:02:53.601,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8380,"Procesando solicitud…","-[CampoUISiriChatPresentationController siriPresentation:viewDidAppearWithAceObject:] Dialog phase is unexpectedly nil for aceObject : <private>"
2026-09-20 17:02:53.601,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8380,"Procesando solicitud…","-[SRUIFAceCommandRecord incrementNumberOfSuccessfullyCompletedActions] #aceCommandRecord Marking ace command <private> as succeeded. 2 StartedActions == 2 SuccessfullyCompletedActions + 0 StoppedActions"
2026-09-20 17:02:53.601,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8380,"Procesando solicitud…","-[SRUIFAceCommandRecords recordActionCompletedForAceCommand:success:] #aceCommandRecord aceCommand=<private> result=SRUIFAceCommandResultNone StartedActions=2 StoppedActions=0 SuccessfulActions=1 UnsuccessfulActions=0"
2026-09-20 17:02:53.601,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8380,"Procesando solicitud…","-[SRUIFAceCommandRecords registerAceCommand:completion:] #aceCommandRecord identifier=<private>"
2026-09-20 17:02:53.601,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8380,"Procesando solicitud…","-[CampoUISiriChatPresentationController _didCompleteActionForAceCommand:success:] #tts 33 recording command completed for aceCommand=<private> success=1"
2026-09-20 17:02:53.601,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8380,"Procesando solicitud…","-[CampoUISiriChatPresentationController _delayAceCommandSuccess:forDuration:]_block_invoke #aceCommandRecord completing scheduled delayed action after 1.000000 seconds for command <private>"
2026-09-20 17:02:53.596,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8380,"Procesando solicitud…","ViewUpdate: 32:ITDDatestampEventIDIndexView: Beginning view update attempt"
2026-09-20 17:02:53.596,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8380,"Procesando solicitud…","ViewUpdate: 100:ITDDatestampClientSessionIDClientRequestIDIndexView: Ending view update attempt"
2026-09-20 17:02:53.596,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8380,"ViewUpdate: completed update","ViewUpdate: completed update"
2026-09-20 17:02:53.595,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8380,"Procesando solicitud…","ViewUpdate: 100:ITDDatestampClientSessionIDClientRequestIDIndexView: View was updated"
2026-09-20 17:02:53.595,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8376,"IntelligenceFlow.Transcript.Datastream","ViewUpdate: 100:ITDDatestampClientSessionIDClientRequestIDIndexView: re-adding to schedule live as source timestamp has changed since the update for SourceState(sourceId: 44, sourceType: IntelligencePlatformCore.ViewUpdate.SourceType.biome, sourceIdentifier: ""IntelligenceFlow.Transcript.Datastream"", updateType: IntelligencePlatformCore.ViewUpdate.UpdateType.normal, modifiedTimestamp: 811609373.554575, available: true, lastQueriedSourceData: nil)"
2026-09-20 17:02:53.594,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8376,"Procesando solicitud…","ViewUpdate: <private>: <private>: Finished update"
2026-09-20 17:02:53.594,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8376,"Procesando solicitud…","ViewUpdate: <private>: Finished update"
2026-09-20 17:02:53.566,"Privado — todo en tu Mac","com.apple.intelligenceplatform","Sin conexiones activas",false,8375,"SourceUpdater: Dropping notification for <private> - no action needed","SourceUpdater: Dropping notification for <private> - no action needed"
2026-09-20 17:02:53.566,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8375,"Procesando solicitud…","+[ADRequestLifecycleObserver _companionServiceCompletionHandler]_block_invoke Error Domain=kAFAssistantErrorDomain Code=1000"
2026-09-20 17:02:53.566,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8375,"Processsing latency progress update: <private>","Processsing latency progress update: <private>"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8375,"Procesando solicitud…","-[SRUIFSpeechSynthesizer _cancelByCancellingActiveTasksOnly:matching:]_block_invoke #tts Canceling speech synthesis"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8375,"Procesando solicitud…","-[SRUIFSpeechSynthesizer _cancelByCancellingActiveTasksOnly:matching:]_block_invoke #tts cancelActiveTasksOnly=0; predicate=<private>"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8375,"Procesando solicitud…","-[CampoUISiriChatPresentationController _checkAndUpdateSiriIdleAndQuietStatusIfNeededWithError:]_block_invoke Notifying presentation that Siri's active request options changed, siriIsIdleAndQuiet=1"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8375,"Procesando solicitud…","-[CampoUISiriChatPresentationController _checkAndUpdateSiriIdleAndQuietStatusIfNeededWithError:]_block_invoke_2 #idleTimer Notifying presentation that Siri's idle and quiet status changed, siriIsIdleAndQuiet=1 isAttending=0"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8375,"Procesando solicitud…","-[CampoUISiriChatPresentationController _scheduleAudioResumptionAfterDelayInSec:] Scheduling interrupted audio to be resumed in 1.000000 seconds"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8375,"Procesando solicitud…","-[CampoUISiriChatPresentationController _scheduleInterruptedAudioResumingIfNeeded]_block_invoke Scheduling interrupted audio to be resumed if needed, isAttending: 0"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8375,"Procesando solicitud…","-[CampoUISiriChatPresentationController _isSiriIdleAndQuiet] #idle YES - inIdleState:1 requestActive:0 speaking:0 audioPlaying:0 waitingForStartRequest:0 delayingSessionEndForInPlacePunchout:0"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8375,"Procesando solicitud…","-[CampoUISiriChatPresentationController siriSessionDidFinishRequestWithError:]_block_invoke Should start listen after speaking 0 1"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8375,"Procesando solicitud…","-[ADAssetManager _fetchAssetStatusForLanguage:] Retrieved asset status ASR: 1, NL: 1, Morphun: 1, Attention: 1, NLRouter: 1, IF: 1, TB: 1 (lang:en-US, uod:1, hybrid:0)"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8375,"Procesando solicitud…","-[CampoUISiriChatPresentationController _setListenAfterSpeakingForRequestFinished:] listenAfterSpeaking - 0"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8375,"Procesando solicitud…","-[SRUIFSpeechSynthesizer cancelProvisionalTasks] #tts predicate=<private>: { [task isProvisional] }"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8375,"Procesando solicitud…","-[CampoUISiriChatPresentationController siriSessionDidFinishRequestWithError:] #session success"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8375,"Procesando solicitud…","-[CampoUISiriChatPresentationController siriSessionDidTransitionFromState:toState:event:machAbsoluteTransitionTime:] #state changing fromState: SRUIFSiriSessionStateSuccess toState: SRUIFSiriSessionStateSuccess, event: SRUIFSiriSessionEventRequestFinished"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[CampoUISiriChatPresentationController _isSiriIdleAndQuiet] #idle NO  - inIdleState:1 requestActive:1 speaking:0 audioPlaying:0 waitingForStartRequest:0 delayingSessionEndForInPlacePunchout:0"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[SRUIFAudioPowerLevelUpdater sessionStateDidChangeTo:isAttending:] #IntuitiveConversation state=SRUIFSiriSessionStateSuccess attending=0"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[SRUIFStateFeedbackManager _cancelFeedbackWithCompletion:] #statefeedback cancelling state feedback"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[SRUIFStateFeedbackManager didTransitionFromState:toState:] #statefeedback Transitioning fromState: SRUIFSiriSessionStateSuccess toState: SRUIFSiriSessionStateSuccess"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[SRUIFSiriSessionStateHandler stateMachine:didTransitionFromState:forEvent:eventTimeStamp:] From SRUIFSiriSessionStateSuccess; To SRUIFSiriSessionStateSuccess; Event SRUIFSiriSessionEventRequestFinished"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[SRUIFSiriSessionStateHandler performTransitionForEvent:eventTimeStamp:] Current state SRUIFSiriSessionStateSuccess; event SRUIFSiriSessionEventRequestFinished"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[CampoUISiriChatSession assistantConnectionRequestFinished:]"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","+[AFAggregator logSiriRequestSucceeded]"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[CampoUISiriChatPresentationController siriSessionDidReceiveAddViewsCommand:completion:] Received an empty SAUIAssistantUtteranceView with no dialog from a SAUIAddViews with aceID:<private> refID:<private>. Marking command as SACommandSucceeded"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[CampoUISiriChatPresentationController siriSessionDidReceiveAddViewsCommand:completion:] #modes SAUIAddViews view class: SAUIAssistantUtteranceView"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[CampoUISiriChatPresentationController siriSessionDidReceiveAddViewsCommand:completion:] #Replay isReplaying: 0, wrapper: 0x0"
2026-09-20 17:02:53.565,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[CampoUISiriChatPresentationController siriSessionDidReceiveAddViewsCommand:completion:] #Replay receivedReplayCommand SAUIAddViews: <private>"
2026-09-20 17:02:53.564,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[AFConnection _extendExistingRequestTimeoutForReason:durationInSeconds:] reason = requestDidAskForTimeoutExtension:"
2026-09-20 17:02:53.564,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[SRUIFInstrumentationManager _willInstrument:forTurn:] #noisy #instrumentation <private> in turn <private>:  <private>"
2026-09-20 17:02:53.564,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[CampoUISiriChatPresentationController siriSessionDidReceiveUpdateVisualResponseSnippetCommand:completion:] command with viewId: <private> handled by presentation: YES"
2026-09-20 17:02:53.564,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[CampoUISiriChatPresentationController siriSessionDidReceiveAddViewsCommand:completion:] Received an empty SAUIAssistantUtteranceView with no dialog from a SAUIAddViews with aceID:<private> refID:<private>. Marking command as SACommandSucceeded"
2026-09-20 17:02:53.564,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[CampoUISiriChatPresentationController siriSessionDidReceiveAddViewsCommand:completion:] #modes SAUIAddViews view class: SAUIAssistantUtteranceView"
2026-09-20 17:02:53.564,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[CampoUISiriChatPresentationController siriSessionDidReceiveAddViewsCommand:completion:] #Replay isReplaying: 0, wrapper: 0x0"
2026-09-20 17:02:53.564,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[CampoUISiriChatPresentationController siriSessionDidReceiveAddViewsCommand:completion:] #Replay receivedReplayCommand SAUIAddViews: <private>"
2026-09-20 17:02:53.562,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[CampoUISiriChatPresentationController siriSessionDidReceiveUpdateVisualResponseSnippetCommand:completion:] command with viewId: <private> handled by presentation: YES"
2026-09-20 17:02:53.562,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[CampoUISiriChatPresentationController siriSessionDidReceiveStreamChunkCommand:completion:] #tts No utterances in stream or TTS suppressed, calling completion immediately"
2026-09-20 17:02:53.561,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[CampoUISiriChatSession assistantConnection:receivedCommand:completion:] Received Command: StreamChunk aceId: <private>"
2026-09-20 17:02:53.561,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[AFConnection _dispatchCommand:isInterstitial:interstitialPhase:interstitialDelay:reply:] command = <private>, isInterstitial = 0"
2026-09-20 17:02:53.561,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[AFConnection _handleCommand:reply:] command = <private>"
2026-09-20 17:02:53.561,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Processsing latency progress update: <private>","Processsing latency progress update: <private>"
2026-09-20 17:02:53.561,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[AFConnection _extendExistingRequestTimeoutForReason:durationInSeconds:] No existing timeout timer set. Skipping."
2026-09-20 17:02:53.561,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[AFConnection _extendExistingRequestTimeoutForReason:durationInSeconds:] reason = requestDidAskForTimeoutExtension:"
2026-09-20 17:02:53.561,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[AFConnection _extendExistingRequestTimeoutForReason:durationInSeconds:] No existing timeout timer set. Skipping."
2026-09-20 17:02:53.561,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8374,"Procesando solicitud…","-[AFConnection _extendExistingRequestTimeoutForReason:durationInSeconds:] reason = requestDidAskForTimeoutExtension:"
2026-09-20 17:02:53.561,"Privado — todo en tu Mac","com.apple.siri","Sin conexiones activas",false,8373,"Processsing latency progress update: <private>","Processsing latency progress update: <private>"
